system_type	doc_id	REF	SYS	HYP	SRC	DA
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	pnbert_out_bert_lstm_pn.txt	police say they have no objections to the late afternoon kick-off for sunday 's manchester derby at old trafford . police say they have no objections to sunday 's manchester derby taking place in the late afternoon . however , the man in charge of patrolling the sell-out clash has no such fears .	DUMMY	0.5
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	pnbert_out_bert_lstm_pn_rl.txt	police say they have no objections to the late afternoon kick-off for sunday 's manchester derby at old trafford . police say they have no objections to sunday 's manchester derby taking place in the late afternoon . chief superintendent john o'hare says the kick-off was agreed by all parties and revealed that the decision is down to good behaviour from supporters of each side .	DUMMY	0.5
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	pnbert_out_bert_tf_pn.txt	police say they have no objections to the late afternoon kick-off for sunday 's manchester derby at old trafford . chief superintendent john o'hare says the kick-off was agreed by all parties and revealed that the decision is down to good behaviour from supporters of each side . police say they have no objections to sunday 's manchester derby taking place in the late afternoon .	DUMMY	0.5
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	pnbert_out_bert_tf_sl.txt	police say they have no objections to the late afternoon kick-off for sunday 's manchester derby at old trafford . police say they have no objections to sunday 's manchester derby taking place in the late afternoon . however , the man in charge of patrolling the sell-out clash has no such fears .	DUMMY	0.5
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	pnbert_out_lstm_pn_rl.txt	police say they have no objections to the late afternoon kick-off for sunday 's manchester derby at old trafford . police say they have no objections to sunday 's manchester derby taking place in the late afternoon . rio ferdinand was hit by an object thrown from the crowd during the manchester derby in december 2012 .	DUMMY	0.5
ext	52	manchester united take on manchester city on sunday . match will begin at 4pm local time at united 's old trafford home . police have no objections to kick-off being so late in the afternoon . last late afternoon weekend kick-off in the manchester derby saw 34 fans arrested at wembley in 2011 fa cup semi-final .	refresh_out.txt	Police say they have no objections to the late afternoon kick-off for Sunday 's Manchester derby at Old Trafford . With plenty at stake for both United and City -- both sides are challenging for a top-four spot in the Premier League -- some may feel that the 4pm start could be unwise as it allows supporters more time in the pub . However , the man in charge of patrolling the sell-out clash has no such fears . Chief Superintendent John O'Hare says the kick-off was agreed by all parties and revealed that the decision is down to good behaviour from supporters of each side .	DUMMY	0.5
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	bart_out.txt	Mustafa Kamal accused India of influencing the outcome of the Cricket World Cup quarter - final against Bangladesh . Kamal criticised the umpires over a disputed no - ball against India batsman Rohit Sharma . The Bangladeshi said he spoke as a fan , and not the president , but International Cricket Council chief executive Dave Richardson termed the criticism as ` unfortunate ' Kamal also said the ICC asked him to either withdraw his statement or apologise for his outburst , otherwise he would be denied the duty of handing the World Cup trophy to the winning captain .	DUMMY	0.4166666666666667
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	bottom_up_out.txt	mustafa kamal resigned as icc president on wednesday . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . kamal , also president of the bangladesh cricket board , criticised the umpires in the quarter-final .	DUMMY	0.08333333333333333
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	fast_abs_rl_out_rerank.txt	mustafa kamal kamal kamal , pictured with the cricket world cup trophy . mustafa kamal resigned as icc president on wednesday . india influenced the outcome of a world cup match . india has influenced the outcome of the match using its position . bangladesh cricket board criticised the umpires in the quarter-final .	DUMMY	0.4166666666666667
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	presumm_out_abs.txt	mustafa kamal resigned as icc president on wednesday he accused india of influenced the outcome of the cricket world cup quarter-final against bangladesh kamal said he spoke as a fan , and not the president icc asked him to either withdraw his statement or apologise for his outburst	DUMMY	0.25
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	presumm_out_ext_abs.txt	mustafa kamal has stepped down as icc president on wednesday he accused india of influencing the outcome of the cricket world cup quarter-final kamal said he spoke as a fan , and not the president he also criticised the umpires in the quarter-final , and questioned their partiality	DUMMY	0.0
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	presumm_out_trans_abs.txt	mustafa kamal , president of the bangladesh cricket board , has stepped down he criticised the umpires in the quarter-final and questioned their partiality kamal said he spoke as a fan , and not the president , but international cricket council chief executive dave richardson said he would be denied the duty of handing the world cup trophy to the winning captain	DUMMY	0.3333333333333333
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	ptr_generator_out_pointer_gen_cov.txt	mustafa kamal resigned as icc president on wednesday .india has influenced the outcome of the cricket world cup quarter - final .kamal , a bangladeshi , said at the airport on his return from the tournament in australia .	DUMMY	0.0
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	semsim_out.txt	Mustafa Kamal accused India of influencing the outcome of the Cricket World Cup quarter - final against Bangladesh . The Bangladeshi criticised the umpires over a disputed no - ball against India batsman Rohit Sharma . Kamal said he spoke as a fan , and not the president , but International Cricket Council chief executive Dave Richardson termed the criticism as ' unfortunate '   .	DUMMY	0.75
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	t5_out_11B.txt	mustafa kamal resigned as icc president on wednesday . kamal accused india of influencing the outcome of a world cup match . kamal criticised the umpires in the quarter-final, and questioned their partiality, over a disputed no-ball against india batsman rohit sharma .	DUMMY	0.3333333333333333
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	t5_out_base.txt	mustafa kamal resigned as icc president on wednesday . kamal accused india of influencing the outcome of the cricket world cup quarter-final against bangladesh . icc chief executive dave richardson termed the criticism as 'unfortunate'	DUMMY	0.25
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	t5_out_large.txt	mustafa kamal resigned as icc president on wednesday . kamal accused india of influencing the outcome of a world cup quarter-final between bangladesh and australia . the bangladeshi cricket board president said he would have reacted similarly had it happened to any other country . kamal also criticised the umpires in the quarter-final, and questioned their partiality, over a disputed no-ball against india batsman rohit sharma .	DUMMY	0.6666666666666666
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	two_stage_rl_out.txt	mustafa kamal stepped down as icc president on wednesday . kamal criticised the umpires in the quarter - final over a disputed no - ball against bangladesh batsman rohit sharma . the icc asked him to withdraw his statement or apologise for his outburst , otherwise he would be denied the duty of handing the world cup trophy to the winning captain at the final .	DUMMY	0.4166666666666667
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	unilm_out_v1.txt	Mustafa Kamal resigned as ICC President on Wednesday . He accused India of influencing the outcome of the Cricket World Cup quarter-final against Bangladesh . Kamal , a Bangladeshi , also criticised the umpires and questioned their partiality over a disputed no-ball against India 's Rohit Sharma . The ICC asked him to either withdraw his statement or apologise for his outburst , otherwise he would be denied the duty	DUMMY	0.8333333333333334
abs	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	unilm_out_v2.txt	mustafa kamal resigned as icc president on wednesday . he accused india of influencing the outcome of a cricket world cup match . the bangladeshi also criticised the umpires in the quarter-final . kamal said he spoke as a fan , and not the president .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	banditsumm_out.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . ` from now on , i am a former president of the icc . , ' kamal said .	DUMMY	0.0
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	bart_out_ext.txt	Mustafa Kamal accused India of influencing the outcome of the Cricket World Cup quarter - final against Bangladesh . Kamal criticised the umpires over a disputed no - ball against India batsman Rohit Sharma . The Bangladeshi said he spoke as a fan , and not the president , but International Cricket Council chief executive Dave Richardson termed the criticism as ` unfortunate ' Kamal also said the ICC asked him to either withdraw his statement or apologise for his outburst , otherwise he would be denied the duty of handing the World Cup trophy to the winning captain .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	heter_graph_out.txt	mustafa kamal , pictured with the cricket world cup trophy , has stepped down as icc president kamal has stepped down amid accusations that india influenced the outcome of a world cup match mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh .	DUMMY	0.3333333333333333
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	matchsumm_out.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter - final against bangladesh . kamal , also president of the bangladesh cricket board , criticised the umpires in the quarter - final , and questioned their partiality , over a disputed no - ball against india batsman rohit sharma .	DUMMY	0.5833333333333334
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	neusumm_out.txt	Mustafa Kamal resigned as ICC president on Wednesday , accusing India of influencing the outcome of the Cricket World Cup quarter-final against Bangladesh . Kamal has stepped down amid accusations that India influenced the outcome of a World Cup match . Mustafa Kamal , pictured with the Cricket World Cup trophy , has stepped down as ICC President .	DUMMY	0.25
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	pnbert_out_bert_lstm_pn.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . mustafa kamal , pictured with the cricket world cup trophy , has stepped down as icc president .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	pnbert_out_bert_lstm_pn_rl.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . mustafa kamal , pictured with the cricket world cup trophy , has stepped down as icc president .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	pnbert_out_bert_tf_pn.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . mustafa kamal , pictured with the cricket world cup trophy , has stepped down as icc president .	DUMMY	0.3333333333333333
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	pnbert_out_bert_tf_sl.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . mustafa kamal , pictured with the cricket world cup trophy , has stepped down as icc president .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	pnbert_out_lstm_pn_rl.txt	mustafa kamal resigned as icc president on wednesday , accusing india of influencing the outcome of the cricket world cup quarter-final against bangladesh . kamal has stepped down amid accusations that india influenced the outcome of a world cup match . kamal presents india 's virat kohli with a man of the match award during the 2014 world twenty20 .	DUMMY	0.4166666666666667
ext	53	kamal criticised umpires' decision to award controversial no-ball against rohit sharma in india's world cup match with bangladesh . the bangladeshi president alleged india had used its influence in the icc . governing body asked him to withdraw his statement or apologise . but kamal confirmed his intention to step down  .	refresh_out.txt	Mustafa Kamal resigned as ICC president on Wednesday , accusing India of influencing the outcome of the Cricket World Cup quarter-final against Bangladesh . ` From now on , I am a former president of the ICC . Kamal , also president of the Bangladesh Cricket Board , criticised the umpires in the quarter-final , and questioned their partiality , over a disputed no-ball against India batsman Rohit Sharma . Kamal said he spoke as a fan , and not the president , but International Cricket Council chief executive Dave Richardson termed the criticism as ` unfortunate . '	DUMMY	0.4166666666666667
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	bart_out.txt	Floyd Mayweather faces Manny Pacquiao in ` The Fight of the Century ' in Las Vegas on May 2 . The former undefeated world super - middleweight and light - heavyweight boxing champion Joe Calzaghe believes Mayweather will win . The Welshman retired with an undefeated record of 46 wins and zero defeats . Tickets for the bout go on sale on Thursday night after months of speculation .	DUMMY	0.5555555555555556
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	bottom_up_out.txt	floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 . he is worth at least $ 180million and $ 120m to mayweather and pacquiao . former undefeated world super-middleweight champion calzaghe is confident he can predict .	DUMMY	0.3333333333333333
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	fast_abs_rl_out_rerank.txt	mayweather faces more pressure than manny pacquiao . former undefeated world super-middleweight and pacquiao is confident he can predict the outcome . floyd mayweather works out with his uncle roger at the mayweather boxing club . mayweather faces manny pacquiao in a bout in las vegas . mayweather has been beaten by the mayweather and his brother , his brother , his brother .	DUMMY	0.22222222222222224
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	presumm_out_abs.txt	floyd mayweather and manny pacquiao meet in las vegas on may 2 it is being billed as the fight of the century and is worth at least $ 180million and $ 120m to mayweather and pacquiao respectively former undefeated world super-middleweight and light-heavyweight champion calzaghe is confident he can predict the outcome mayweather has an impressive record , winning all of his previous 47 professional career fights , 26 by knockout	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	presumm_out_ext_abs.txt	floyd mayweather faces manny pacquiao in a bout in las vegas on may 2 it is being billed as the fight of the century and is worth at least $ 180million and $ 120m to mayweather and pacquiao respectively the welshman retired with an undefeated record of 46 wins and zero defeats tickets for the much-anticipated fight finally go on sale on thursday night	DUMMY	0.5555555555555556
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	presumm_out_trans_abs.txt	floyd mayweather and manny pacquiao meet in las vegas on may 2 the undefeated world super-middleweight and light-heavyweight boxing champion calzaghe is confident he can predict the outcome ` pacquiao has been beaten so he 'll be more relaxed than mayweather than there will be on pacquiao , ' he said mayweather has an impressive record , winning all of his previous 47 professional career fights , 26 by knockout	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	ptr_generator_out_pointer_gen_cov.txt	floyd mayweather works out with his uncle roger at the mayweather boxing club ahead of the fight .the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe .it is being billed as the fight of the century , and is worth at least $ 180million and $ 120 m to mayweather and pacquiao respectively .pacquiao has been beaten so he 'll be ready for this fight .	DUMMY	0.3333333333333333
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	semsim_out.txt	Floyd Mayweather faces Manny Pacquiao in ' The Fight of the Century ' in Las Vegas on May 2 . The undefeated boxer faces more pressure than his opponent , says Joe Calzaghe . The Welshman retired undefeated with 46 wins and zero defeats in his professional career . The bout is expected to be worth at least $ 180million and $ 120 m to both fighters   .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	t5_out_11B.txt	floyd mayweather faces manny pacquiao in las vegas on may 2 . the bout has been billed as 'the fight of the century' joe calzaghe says mayweather faces more pressure than pacquiao . but the welshman believes mayweather will come out on top .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	t5_out_base.txt	floyd mayweather takes on manny pacquiao in las vegas on may 2 . the bout has been billed as the 'fight of the century' . but joe calzaghe says mayweather will still be victorious . click here for all the latest mayweather vs pacquiao news .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	t5_out_large.txt	floyd mayweather faces manny pacquiao in las vegas on may 2 . the bout is being billed as 'the fight of the century' mayweather holds an impressive undefeated professional boxing record .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	two_stage_rl_out.txt	floyd mayweather faces manny pacquiao in las vegas on may 2 . the fight has been billed as the fight of the century by joe calzaghe . tickets for the fight finally go on sale on thursday night .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	unilm_out_v1.txt	Floyd Mayweather takes on Manny Pacquiao in Las Vegas on May 2 . The bout has been billed as The Fight of the Century . Former undefeated champion Joe Calzaghe is confident he can predict the fight . Tickets for the fight finally go on sale on Thursday night .	DUMMY	0.4444444444444445
abs	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	unilm_out_v2.txt	floyd mayweather takes on manny pacquiao in las vegas on may 2 . the bout has been billed as the fight of the century . joe calzaghe has backed mayweather to win the fight . the welshman retired with an undefeated record of 46 wins and zero defeats .	DUMMY	0.3333333333333333
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	banditsumm_out.txt	unbeaten floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe . the `` zero '' is a massive burden . floyd mayweather works out with his uncle roger at the mayweather boxing club ahead of the fight .	DUMMY	0.6666666666666666
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	bart_out_ext.txt	Floyd Mayweather faces Manny Pacquiao in ` The Fight of the Century ' in Las Vegas on May 2 . The former undefeated world super - middleweight and light - heavyweight boxing champion Joe Calzaghe believes Mayweather will win . The Welshman retired with an undefeated record of 46 wins and zero defeats . Tickets for the bout go on sale on Thursday night after months of speculation .	DUMMY	0.5555555555555556
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	heter_graph_out.txt	unbeaten floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe . mayweather faces manny pacquiao in a bout in las vegas that has been billed ` the fight of the century ' ' it is being billed as the fight of the century , and is worth at least $ 180million and $ 120m to mayweather and pacquiao respectively , but former undefeated world super-middleweight and light-heavyweight boxing champion calzaghe is confident he can predict the outcome .	DUMMY	0.6666666666666666
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	matchsumm_out.txt	unbeaten floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe . mayweather holds an impressive undefeated professional boxing record going into the fight on may 2 mayweather faces manny pacquiao in a bout in las vegas that has been billed ` the fight of the century ' '	DUMMY	0.5555555555555556
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	neusumm_out.txt	Unbeaten Floyd Mayweather faces more pressure than Manny Pacquiao when the pair meet in Las Vegas on May 2 but he will still be victorious , says Joe Calzaghe . Floyd Mayweather works out with his uncle Roger at the Mayweather Boxing Club ahead of the fight . Mayweather has an impressive record , winning all of his previous 47 professional career fights , 26 by knockout .	DUMMY	0.4444444444444445
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	pnbert_out_bert_lstm_pn.txt	unbeaten floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe . mayweather faces manny pacquiao in a bout in las vegas that has been billed ` the fight of the century ' mayweather holds an impressive undefeated professional boxing record going into the fight on may 2 .	DUMMY	0.5555555555555556
ext	54	floyd mayweather and manny pacquiao face off in las vegas on may 2 . joe calzaghe believes mayweather ' s unbeaten record is a burden . despite that , the welshman thinks mayweather will beat his opponent . read : ricky hatton gives his prediction to jeff powell ahead of the fight . read : floyd mayweather vs manny pacquiao tickets finally go on sale .	pnbert_out_bert_lstm_pn_rl.txt	unbeaten floyd mayweather faces more pressure than manny pacquiao when the pair meet in las vegas on may 2 but he will still be victorious , says joe calzaghe . it is being billed as the fight of the century , and is worth at least $ 180million and $ 120m to mayweather and pacquiao respectively , but former undefeated world super-middleweight and light-heavyweight boxing champion calzaghe is confident he can predict the outcome . mayweather faces manny pacquiao in a bout in las vegas that has been billed ` the fight of the century '	DUMMY	0.5555555555555556
